date,satisfaction_ratings,age_range,usage_ratings,condition,gender,consumer,effectiveness_ratings,comment,duration
1/22/2015,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,4,"Quit injecting insulin four times a day, getting much better fasting blood sugar numbers.
Have gone from a 36 inch waists to a 33 inch waist in 6 months...",1 to 6 months
3/6/2015,5,,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,I have lost enough water in my legs to need new pants. My blood sugar has been stable. I do need to drink a little more water but I needed to do that any way. I am now only getting twice a night.,1 to 6 months
2/24/2015,3,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,I have lost enough water in my legs to need new pants. My blood sugar has been stable. I do need to drink a little more water but I needed to do that any way. I am now only getting twice a night.,6 months to less than 1 year
2/19/2015,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"I started taking invokana in May of 2014, I started out with 100 mg then after a month went up to 300, all was well until December of 2014 when I started having itching and burning in privates and I am taking my self off until I talk with my doctor about it... It was great my sugar level has been the best ever since being diagnosed in 2009 but I do not like that I got a UTI and I am sure I do not 
					...
					",1 to 6 months
2/12/2015,2,55-64,4,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,2,"I started taking invokana in May of 2014, I started out with 100 mg then after a month went up to 300, all was well until December of 2014 when I started having itching and burning in privates and I am taking my self off until I talk with my doctor about it... It was great my sugar level has been the best ever since being diagnosed in 2009 but I do not like that I got a UTI and I am sure I do not want to have to deal with the pain of having UTI or yeast infection...   ",1 to 6 months
2/9/2015,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,I began taking Invokana 300 mg one month ago and my H A1C has gone from 8.6 to 7.6. It has never been this low and I have been on insulin for 24 years. Also it has reduced my appetite and any desire for sweets or over-eating and I have lost 8 lbs. My insulin is reduced by half already and I think this is a miracle drug. I will stay on this as long as my Dr tells me to. :),1 to 6 months
3/16/2015,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"The drug works great to lower my blood sugar, but it causes migraines for me. Severe migraines. I had the same experience with Farxiga. ",1 to 6 months
3/14/2015,2,45-54,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,"The drug works great to lower my blood sugar, but it causes migraines for me. Severe migraines. I had the same experience with Farxiga. ",1 to 6 months
3/11/2015,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I have been taking this medication for one month I have notice I have dry mouth and vaginal itching. ,1 to 6 months
3/11/2015,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,I have been taking this medication for one month I have notice I have dry mouth and vaginal itching. ,6 months to less than 1 year
3/9/2015,3,65-74,4,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,I was put on Invokana because of issues with Metformin. Since I started I've lost 12 lbs and my A1C dropped from 8.4 to 6.7.,1 to 6 months
4/28/2015,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,this drug has really brought my A1c down from 9.2 to 6.2. only problem I see is the COST. I too have had some bladder infections. But I only get one every 6 months. I am having a problem with hair loss not sure what is causing it.,1 to less than 2 years
4/26/2015,5,55-64,3,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,this drug has really brought my A1c down from 9.2 to 6.2. only problem I see is the COST. I too have had some bladder infections. But I only get one every 6 months. I am having a problem with hair loss not sure what is causing it.,1 to 6 months
4/16/2015,4,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Male,Patient,5,"My blood sugars are now in control, plus I have lost weight!
I take Azo yeast pills and Azo cranberry pills
to ward off any side effects, no issues! Also 
stay well hydrated.",1 to less than 2 years
4/2/2015,5,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"My blood sugars are now in control, plus I have lost weight!
I take Azo yeast pills and Azo cranberry pills
to ward off any side effects, no issues! Also 
stay well hydrated.",6 months to less than 1 year
3/21/2015,1,65-74,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,1,"I was taking Glipizide and Metformin. I was getting regular morning blood sugar spikes over 200. My Dr. substituted Invokana and Januvia. Within a day my blood sugar readings stabilized to 70 - 100 (max). Over 3 months my A1C went from 8.1 to 5.9 (it's now at 5.5 one year later). I'm down 65 pounds over that time frame (with a lot of hard work and counting carbs, fat, and calories. The onl
					...
					",less than 1 month
6/6/2015,1,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,1,"Invokana was the worst drug I have ever taken. Caused dry mouth, which I could have dealt with & vaginal/genital itching & extreme pain & even swelling & I guess yeast infection, which I haven't head for years. I was on it for less than a week along w/Metformin. Acute agony from this med. I think it should be taken off the market.",less than 1 month
5/23/2015,4,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,4,"Invokana was the worst drug I have ever taken. Caused dry mouth, which I could have dealt with & vaginal/genital itching & extreme pain & even swelling & I guess yeast infection, which I haven't head for years. I was on it for less than a week along w/Metformin. Acute agony from this med. I think it should be taken off the market.",less than 1 month
5/12/2015,5,55-64,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,only two weeks but so far so good reducing my blood sugar ,1 to less than 2 years
5/11/2015,5,45-54,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,3,only two weeks but so far so good reducing my blood sugar ,6 months to less than 1 year
5/6/2015,4,35-44,5,"
					Condition: Type 2 Diabetes Mellitus",Female,Patient,5,"This medication has worked significantly better than any other medications I have been prescribed.  I have been diabetic for 3 years and my A1c is the lowest ever.  Side benefit - I have lost weight too.  Downside - be sure you drink lots and lots of water to avoid feeling ill.  So far I have not experienced any side effects other than minor dizziness - and that has only occurred when I didn't
					...
					",1 to 6 months
